StudentID,label
10483,0
10484,0
10485,0
10486,0
10487,0
10488,1
10489,0
10490,0
10491,0
10492,0
10493,0
10494,1
10495,0
10496,0
10497,0
10498,1
10499,1
10500,0
10501,1
10502,0
10503,1
10504,0
10505,1
10506,0
10507,0
10508,0
10509,0
10510,0
10511,0
10512,0
10513,1
10514,1
10515,0
10516,0
10517,0
10518,1
10519,0
10520,1
10521,0
10522,0
10523,0
10524,0
10525,1
10526,1
10527,1
10528,0
10529,1
10530,0
10531,0
10532,0
10533,0
10534,1
10535,0
10536,0
10537,0
10538,0
10539,0
10540,0
10541,0
10542,1
10543,0
10544,1
10545,0
10546,1
10547,0
10548,1
10549,0
10550,1
10551,1
10552,0
10553,1
10554,1
10555,1
10556,1
10557,0
10558,0
10559,1
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10566,0
10567,0
10568,0
10569,0
10570,1
10571,0
10572,0
10573,0
10574,1
10575,1
10576,0
10577,1
10578,0
10579,1
10580,0
10581,0
10582,1
10583,1
10584,1
10585,1
10586,0
10587,0
10588,1
10589,0
10590,1
10591,1
10592,0
10593,1
10594,0
10595,0
10596,0
10597,0
10598,0
10599,1
10600,0
10601,1
10602,0
10603,0
10604,1
10605,1
10606,0
10607,1
10608,0
10609,1
10610,0
10611,1
10612,0
10613,0
10614,0
10615,0
10616,0
10617,0
10618,1
10619,0
10620,1
10621,0
10622,1
10623,0
10624,1
10625,0
10626,0
10627,1
10628,0
10629,1
10630,0
10631,1
10632,0
10633,1
10634,0
10635,0
10636,0
10637,1
10638,0
10639,1
10640,1
10641,0
10642,1
10643,0
10644,0
10645,1
10646,1
10647,0
10648,0
10649,0
10650,1
10651,1
10652,1
10653,1
10654,0
10655,1
10656,1
10657,1
10658,0
10659,0
10660,0
10661,0
10662,1
10663,0
10664,1
10665,1
10666,0
10667,1
10668,0
10669,0
10670,0
10671,0
10672,1
10673,0
10674,0
10675,0
10676,0
10677,0
10678,0
10679,1
10680,0
10681,0
10682,1
10683,1
10684,0
10685,1
10686,1
10687,1
10688,0
10689,0
10690,1
10691,0
10692,1
10693,0
10694,1
10695,1
10696,0
10697,1
10698,1
10699,0
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,0
10712,1
10713,0
10714,0
10715,1
10716,0
10717,1
10718,0
10719,0
10720,1
10721,1
10722,0
10723,1
10724,1
10725,0
10726,1
10727,1
10728,0
10729,0
10730,0
10731,0
10732,0
10733,1
10734,1
10735,1
10736,0
10737,0
10738,0
10739,0
10740,1
10741,0
10742,0
10743,0
10744,0
10745,0
10746,1
10747,0
10748,0
10749,0
10750,1
10751,0
10752,1
10753,0
10754,0
10755,1
10756,1
10757,1
10758,0
10759,0
10760,0
10761,0
10762,1
10763,0
10764,0
10765,0
10766,1
10767,0
10768,0
10769,0
10770,0
10771,1
10772,0
10773,0
10774,0
10775,0
10776,0
10777,0
10778,0
10779,0
10780,0
10781,0
10782,0
10783,0
10784,0
10785,1
10786,0
10787,0
10788,0
10789,0
10790,0
10791,0
10792,0
10793,0
10794,0
10795,0
10796,1
10797,0
10798,1
10799,1
10800,0
10801,1
10802,0
10803,0
10804,1
10805,1
10806,0
10807,0
10808,1
10809,0
10810,1
10811,1
10812,1
10813,1
10814,0
10815,0
10816,0
10817,0
10818,0
10819,1
10820,0
10821,1
10822,1
10823,0
10824,1
10825,0
10826,1
10827,0
10828,0
10829,0
10830,0
10831,1
10832,1
10833,1
10834,1
10835,0
10836,1
10837,1
10838,0
10839,1
10840,1
10841,1
10842,1
10843,0
10844,0
10845,1
10846,1
10847,1
10848,0
10849,1
10850,0
10851,0
10852,1
10853,1
10854,0
10855,1
10856,0
10857,1
10858,1
10859,0
10860,0
10861,0
10862,0
10863,0
10864,1
10865,0
10866,0
10867,0
10868,1
10869,1
10870,1
10871,0
10872,0
10873,1
10874,0
10875,0
10876,0
10877,1
10878,0
10879,1
10880,1
10881,0
10882,0
10883,1
10884,0
10885,0
10886,0
10887,1
10888,0
10889,1
10890,0
10891,1
10892,1
10893,0
10894,0
10895,0
10896,0
10897,1
10898,0
10899,1
10900,0
10901,0
10902,0
10903,1
10904,0
10905,0
10906,1
10907,1
10908,1
10909,1
10910,0
10911,1
10912,0
10913,0
10914,0
10915,0
10916,1
10917,0
10918,1
10919,1
10920,0
10921,0
10922,1
10923,0
10924,1
10925,1
10926,1
10927,0
10928,0
10929,0
10930,0
10931,0
10932,0
10933,0
10934,1
10935,0
10936,1
10937,1
10938,0
10939,0
10940,1
10941,0
10942,0
10943,1
10944,0
10945,0
10946,1
10947,0
10948,0
10949,0
10950,0
10951,0
10952,0
10953,0
10954,1
10955,0
10956,1
10957,1
10958,0
10959,1
10960,0
10961,0
10962,0
10963,0
10964,1
10965,1
10966,0
10967,1
10968,1
10969,1
10970,1
10971,0
10972,0
10973,0
10974,1
10975,1
10976,1
10977,0
10978,0
10979,1
10980,1
10981,0
10982,1
10983,0
10984,1
10985,1
10986,0
10987,1
10988,0
10989,0
10990,0
10991,1
10992,0
10993,0
10994,1
10995,0
10996,0
10997,0
10998,1
10999,0
11000,0
11001,0
11002,1
11003,0
11004,1
11005,1
11006,0
11007,1
11008,0
11009,1
11010,0
11011,0
11012,1
11013,0
11014,1
11015,1
11016,1
11017,1
11018,0
11019,1
11020,1
11021,1
11022,0
11023,0
11024,0
11025,0
11026,0
11027,0
11028,0
11029,0
11030,0
11031,1
11032,1
11033,0
11034,0
11035,0
11036,0
11037,1
11038,0
11039,1
11040,1
11041,0
11042,1
11043,0
11044,0
11045,1
11046,0
11047,0
11048,0
11049,0
11050,1
11051,1
11052,0
11053,1
11054,0
11055,0
11056,0
11057,0
11058,0
11059,0
11060,0
11061,0
11062,1
11063,0
11064,0
11065,0
11066,1
11067,1
11068,0
11069,0
11070,0
11071,0
11072,0
11073,0
11074,0
11075,0
11076,0
11077,1
11078,0
11079,0
11080,0
11081,0
11082,0
11083,1
11084,1
11085,0
11086,1
11087,1
11088,1
11089,0
11090,1
11091,0
11092,0
11093,1
11094,0
11095,0
11096,0
11097,0
11098,1
11099,0
11100,1
11101,0
11102,0
11103,0
11104,1
11105,0
11106,0
11107,0
11108,0
11109,0
11110,0
11111,0
11112,1
11113,0
11114,0
11115,0
11116,0
11117,0
11118,0
11119,0
11120,0
11121,1
11122,1
11123,1
11124,0
11125,0
11126,0
11127,1
11128,0
11129,1
11130,1
11131,0
11132,1
11133,0
11134,1
11135,1
11136,0
11137,0
11138,0
11139,0
11140,1
11141,0
11142,0
11143,1
11144,0
11145,0
11146,1
11147,1
11148,0
11149,0
11150,1
11151,1
11152,0
11153,0
11154,1
11155,1
11156,0
11157,0
11158,0
11159,0
11160,0
11161,1
11162,1
11163,0
11164,1
11165,1
11166,0
11167,0
11168,0
11169,0
11170,0
11171,1
11172,0
11173,0
11174,0
11175,0
11176,1
11177,1
11178,1
11179,0
11180,0
11181,1
11182,0
11183,0
11184,1
11185,0
11186,0
11187,0
11188,1
11189,0
11190,0
11191,1
11192,0
11193,0
11194,0
11195,1
11196,1
11197,1
11198,0
11199,0
11200,0
11201,0
11202,0
11203,0
11204,0
11205,0
11206,1
11207,1
11208,0
11209,0
11210,0
11211,0
11212,0
11213,1
11214,0
11215,0
11216,1
11217,0
11218,0
11219,0
11220,1
11221,1
11222,1
11223,1
11224,0
11225,1
11226,0
11227,0
11228,1
11229,1
11230,1
11231,0
11232,1
11233,1
11234,0
11235,1
11236,1
11237,1
11238,1
11239,1
11240,1
11241,0
11242,1
11243,1
11244,0
11245,1
11246,0
11247,0
11248,1
11249,0
11250,0
11251,0
11252,1
11253,0
11254,0
11255,1
11256,1
11257,1
11258,1
11259,0
11260,0
11261,0
11262,1
11263,1
11264,0
11265,0
11266,1
11267,0
11268,0
11269,0
11270,1
11271,0
11272,0
11273,0
11274,1
11275,1
11276,0
11277,0
11278,1
11279,0
11280,0
11281,0
11282,1
11283,1
11284,1
11285,0
11286,1
11287,1
11288,1
11289,0
11290,0
11291,1
11292,1
11293,0
11294,0
11295,1
11296,0
11297,1
11298,0
11299,1
11300,0
11301,1
11302,0
11303,1
11304,0
11305,1
11306,0
11307,0
11308,1
11309,0
11310,1
11311,0
11312,0
11313,0
11314,1
11315,1
11316,0
11317,0
11318,0
11319,0
11320,0
11321,0
11322,0
11323,1
11324,1
11325,1
11326,0
11327,1
11328,0
11329,0
11330,0
11331,0
11332,0
11333,1
11334,0
11335,0
11336,1
11337,1
11338,1
11339,0
11340,1
11341,1
11342,0
11343,0
11344,0
11345,0
11346,0
11347,0
11348,1
11349,0
11350,0
11351,0
11352,0
11353,0
11354,0
11355,1
11356,1
11357,1
11358,0
11359,1
11360,1
11361,0
11362,0
11363,1
11364,0
11365,1
11366,0
11367,1
11368,1
11369,1
11370,1
11371,0
11372,1
11373,0
11374,0
11375,0
11376,1
11377,1
11378,0
11379,1
11380,1
11381,1
11382,0
11383,0
11384,1
11385,0
11386,0
11387,0
11388,0
11389,1
11390,0
11391,0
11392,0
11393,0
11394,0
11395,1
11396,0
11397,1
11398,1
11399,1
11400,1
11401,1
11402,0
11403,1
11404,0
11405,1
11406,0
11407,1
11408,0
11409,0
11410,0
11411,0
11412,1
11413,0
11414,1
11415,1
11416,0
11417,0
11418,0
11419,0
11420,1
11421,0
11422,1
11423,1
11424,0
11425,1
11426,0
11427,1
11428,0
11429,0
11430,0
11431,1
11432,1
11433,0
11434,0
11435,1
11436,0
11437,0
11438,0
11439,0
11440,0
11441,1
11442,1
11443,1
11444,0
11445,1
11446,0
11447,1
11448,1
11449,1
11450,0
11451,0
11452,0
11453,1
11454,0
11455,1
11456,0
11457,1
11458,0
11459,1
11460,1
11461,0
11462,1
11463,0
11464,1
11465,0
11466,1
11467,0
11468,0
11469,1
11470,0
11471,0
11472,1
11473,1
11474,0
11475,0
11476,1
11477,0
11478,0
11479,1
11480,0
11481,0
11482,0
11483,0
11484,1
11485,1
11486,1
11487,0
11488,0
11489,0
11490,1
11491,0
11492,0
11493,0
11494,0
11495,0
11496,1
11497,0
11498,0
11499,0
11500,0
11501,0
11502,1
11503,1
11504,0
11505,1
11506,1
11507,0
11508,0
11509,1
11510,0
11511,0
11512,0
11513,1
11514,1
11515,0
11516,0
11517,1
11518,1
11519,0
11520,0
11521,0
11522,1
11523,0
11524,1
11525,1
11526,0
11527,1
11528,1
11529,1
11530,0
11531,1
11532,0
11533,1
11534,0
11535,0
11536,1
11537,1
11538,0
11539,1
11540,0
11541,0
11542,0
11543,0
11544,1
11545,0
11546,1
11547,0
11548,0
11549,0
11550,0
11551,1
11552,0
11553,1
11554,0
11555,0
11556,1
11557,0
11558,0
11559,0
11560,0
11561,0
11562,1
11563,1
11564,1
11565,1
11566,1
11567,0
11568,0
11569,0
11570,0
11571,0
11572,1
11573,0
11574,1
11575,1
11576,0
11577,0
11578,0
11579,1
11580,0
11581,0
11582,0
11583,0
11584,0
11585,0
11586,1
11587,0
11588,0
11589,1
11590,0
11591,1
11592,0
11593,0
11594,1
11595,0
11596,0
11597,0
11598,1
11599,0
11600,0
11601,0
11602,0
11603,1
11604,0
11605,0
11606,1
11607,1
11608,1
11609,1
11610,0
11611,1
11612,1
11613,0
11614,0
11615,0
11616,0
11617,0
11618,0
11619,0
11620,0
11621,1
11622,0
11623,1
11624,0
11625,1
11626,1
11627,0
11628,1
11629,1
11630,0
11631,1
11632,0
11633,1
11634,0
11635,1
11636,1
11637,0
11638,0
11639,0
11640,0
11641,1
11642,1
11643,1
11644,1
11645,0
11646,0
11647,1
11648,1
11649,0
11650,0
11651,0
11652,0
11653,1
11654,0
11655,1
11656,0
11657,0
11658,1
11659,0
11660,0
11661,0
11662,0
11663,0
11664,1
11665,1
11666,0
11667,1
11668,0
11669,0
11670,1
11671,1
11672,0
11673,0
11674,0
11675,1
11676,1
11677,1
11678,1
11679,1
11680,1
11681,1
11682,1
11683,0
11684,1
11685,1
11686,0
11687,0
11688,1
11689,0
11690,1
11691,0
11692,0
11693,1
11694,0
11695,0
11696,1
11697,1
11698,0
11699,0
11700,0
11701,0
11702,1
11703,1
11704,1
11705,0
11706,0
11707,0
11708,0
11709,0
11710,1
11711,0
11712,0
11713,1
11714,0
11715,1
11716,1
11717,0
11718,1
11719,1
11720,1
11721,1
11722,0
11723,0
11724,0
11725,1
11726,0
11727,0
11728,0
11729,0
11730,0
11731,0
11732,0
11733,0
11734,0
11735,0
11736,1
11737,1
11738,1
11739,0
11740,1
11741,0
11742,1
11743,1
11744,1
11745,0
11746,0
11747,0
11748,0
11749,0
11750,0
11751,1
11752,0
11753,0
11754,0
11755,1
11756,1
11757,0
11758,0
11759,0
11760,1
11761,0
11762,1
11763,0
11764,0
11765,1
11766,0
11767,0
11768,1
11769,0
11770,0
11771,0
11772,1
11773,1
11774,0
11775,0
11776,1
11777,0
11778,1
11779,1
11780,1
11781,1
11782,1
11783,0
11784,1
11785,0
11786,1
11787,1
11788,1
11789,0
11790,0
11791,0
11792,0
11793,0
11794,0
11795,1
11796,0
11797,0
11798,0
11799,0
11800,0
11801,1
11802,0
11803,0
11804,0
11805,1
11806,1
11807,1
11808,0
11809,0
11810,0
11811,0
11812,1
11813,0
11814,0
11815,1
11816,0
11817,0
11818,0
11819,1
11820,0
11821,0
11822,0
11823,1
11824,1
11825,1
11826,1
11827,1
11828,0
11829,1
11830,0
11831,0
11832,0
11833,0
11834,0
11835,0
11836,0
11837,0
11838,1
11839,0
11840,1
11841,1
11842,0
11843,1
11844,1
11845,1
11846,0
11847,0
11848,0
11849,0
11850,0
11851,1
11852,0
11853,1
11854,0
11855,1
11856,0
11857,1
11858,1
11859,0
11860,0
11861,0
11862,1
11863,1
11864,1
11865,0
11866,0
11867,1
11868,1
11869,1
11870,0
11871,1
11872,0
11873,1
11874,1
11875,1
11876,1
11877,0
11878,1
11879,0
11880,0
11881,0
11882,0
11883,1
11884,0
11885,0
11886,1
11887,1
11888,0
11889,0
11890,1
11891,0
11892,0
11893,0
11894,1
11895,1
11896,0
11897,1
11898,1
11899,0
11900,1
11901,1
11902,0
11903,1
11904,0
11905,1
11906,1
11907,0
11908,0
11909,1
11910,1
11911,0
11912,1
11913,1
11914,0
11915,0
11916,0
11917,0
11918,1
11919,1
11920,1
11921,1
11922,0
11923,0
11924,0
11925,0
11926,0
11927,1
11928,1
11929,1
11930,1
11931,0
11932,1
11933,1
11934,1
11935,1
11936,0
11937,1
11938,0
11939,1
11940,0
11941,1
11942,0
11943,1
11944,0
11945,0
11946,0
11947,1
11948,0
11949,1
11950,0
11951,1
11952,1
11953,1
11954,1
11955,0
11956,0
11957,1
11958,1
11959,1
11960,1
11961,0
11962,0
11963,1
11964,1
11965,0
11966,1
11967,0
11968,1
11969,0
11970,1
11971,1
11972,0
11973,0
11974,1
11975,0
11976,1
11977,1
11978,0
11979,1
11980,0
11981,1
11982,1
11983,1
11984,0
11985,0
11986,1
11987,0
11988,1
11989,1
11990,0
11991,0
11992,0
11993,1
11994,1
11995,0
11996,1
11997,1
11998,0
11999,1
12000,0
12001,1
12002,0
12003,0
12004,0
12005,1
12006,0
12007,0
12008,1
12009,1
12010,0
12011,0
12012,0
12013,0
12014,1
12015,0
12016,1
12017,0
12018,0
12019,1
12020,1
12021,1
12022,0
12023,0
12024,1
12025,1
12026,1
12027,1
12028,0
12029,1
12030,0
12031,1
12032,0
12033,1
12034,0
12035,1
12036,0
12037,1
12038,0
12039,0
12040,0
12041,1
12042,1
12043,1
12044,0
12045,0
12046,1
12047,0
12048,1
12049,1
12050,0
12051,0
12052,0
12053,0
12054,1
12055,1
12056,0
12057,0
12058,1
12059,0
12060,0
12061,0
12062,0
12063,0
12064,1
12065,1
12066,1
12067,0
12068,0
12069,1
12070,0
12071,0
12072,1
12073,0
12074,0
12075,0
12076,0
12077,0
12078,1
12079,0
12080,1
12081,0
12082,0
12083,0
12084,1
12085,0
12086,1
12087,1
12088,1
12089,0
12090,1
12091,1
12092,0
12093,1
12094,0
12095,1
12096,0
12097,0
12098,0
12099,1
12100,1
12101,0
12102,1
12103,1
12104,1
12105,0
12106,0
12107,0
12108,0
12109,1
12110,0
12111,0
12112,0
12113,1
12114,0
12115,0
12116,1
12117,0
12118,0
12119,1
12120,0
12121,0
12122,0
12123,0
12124,0
12125,1
12126,0
12127,1
12128,1
12129,0
12130,0
12131,0
12132,1
12133,0
12134,1
12135,0
12136,0
12137,0
12138,0
12139,0
12140,0
12141,0
12142,1
12143,1
12144,0
12145,1
12146,1
12147,0
12148,1
12149,0
12150,0
12151,1
12152,1
12153,1
12154,0
12155,0
12156,1
12157,1
12158,1
12159,0
12160,1
12161,0
12162,0
12163,0
12164,0
12165,1
12166,0
12167,0
12168,0
12169,1
12170,1
12171,1
12172,0
12173,1
12174,0
12175,1
12176,1
12177,1
12178,0
12179,0
12180,0
12181,1
12182,1
12183,0
12184,0
12185,0
12186,0
12187,1
12188,0
12189,0
12190,1
12191,0
12192,1
12193,0
12194,1
12195,0
12196,0
12197,0
12198,0
12199,0
12200,1
12201,0
12202,1
12203,0
12204,0
12205,0
12206,0
12207,0
12208,1
12209,1
12210,1
12211,1
12212,0
12213,0
12214,0
12215,1
12216,1
12217,0
12218,0
12219,0
12220,1
12221,1
12222,1
12223,0
12224,0
12225,0
12226,1
12227,1
12228,0
12229,1
12230,0
12231,0
12232,0
12233,0
12234,0
12235,0
12236,0
12237,1
12238,1
12239,0
12240,0
12241,1
12242,1
12243,1
12244,0
12245,1
12246,0
12247,1
12248,1
12249,1
12250,1
12251,1
12252,0
12253,0
12254,0
12255,0
12256,0
12257,1
12258,0
12259,1
12260,1
12261,1
12262,0
12263,0
12264,0
12265,1
12266,0
12267,0
12268,1
12269,1
12270,0
12271,1
12272,0
12273,1
12274,1
12275,0
12276,1
12277,0
12278,0
12279,1
12280,1
12281,0
12282,1
12283,1
12284,0
12285,1
12286,1
12287,1
12288,0
12289,1
12290,1
12291,0
12292,0
12293,0
12294,1
12295,1
12296,1
12297,0
12298,0
12299,1
12300,1
12301,0
12302,1
12303,1
12304,1
12305,0
12306,0
12307,0
12308,0
12309,1
12310,1
12311,0
12312,0
12313,0
12314,1
12315,1
12316,0
12317,0
12318,1
12319,0
12320,1
12321,0
12322,0
12323,0
12324,1
12325,1
12326,0
12327,0
12328,0
12329,0
12330,1
12331,0
12332,1
12333,1
12334,0
12335,1
12336,1
12337,0
12338,1
12339,1
12340,1
12341,0
12342,1
12343,0
12344,1
12345,1
12346,1
12347,1
12348,1
12349,0
12350,1
12351,0
12352,0
12353,0
12354,1
12355,0
12356,0
12357,1
12358,0
12359,0
12360,0
12361,0
12362,0
12363,1
12364,0
12365,0
12366,1
12367,1
12368,0
12369,0
12370,0
12371,1
12372,0
12373,0
12374,0
12375,0
12376,1
12377,0
12378,1
12379,1
12380,1
12381,0
12382,1
12383,1
12384,0
12385,0
12386,0
12387,0
12388,0
12389,0
12390,0
12391,1
12392,0
12393,0
12394,1
12395,1
12396,0
12397,1
12398,1
12399,1
12400,1
12401,1
12402,1
12403,1
12404,0
12405,1
12406,1
12407,1
12408,1
12409,1
12410,1
12411,0
12412,1
12413,0
12414,1
12415,1
12416,0
12417,1
12418,0
12419,1
12420,0
12421,0
12422,1
12423,0
12424,1
12425,1
12426,0
12427,1
12428,0
12429,1
12430,0
12431,0
12432,1
12433,0
12434,0
12435,0
12436,1
12437,1
12438,0
12439,1
12440,0
12441,1
12442,1
12443,0
12444,1
12445,0
12446,1
12447,1
12448,1
12449,1
12450,1
12451,1
12452,1
12453,0
12454,0
12455,0
12456,0
12457,1
12458,0
12459,0
12460,1
12461,1
12462,1
12463,1
12464,1
12465,1
12466,1
12467,1
12468,0
12469,1
12470,1
12471,0
12472,1
12473,1
12474,0
12475,1
12476,0
12477,1
12478,1
12479,0
12480,0
12481,1
12482,1
12483,0
12484,0
12485,1
12486,0
12487,0
12488,0
12489,0
12490,0
12491,1
12492,1
12493,0
12494,1
12495,1
12496,0
12497,0
12498,1
12499,1
12500,1
12501,1
12502,1
12503,1
12504,1
12505,0
12506,0
12507,1
12508,0
12509,0
12510,1
12511,0
12512,1
12513,0
12514,0
12515,1
12516,0
12517,1
12518,1
12519,0
12520,1
12521,1
12522,1
12523,1
12524,0
12525,0
12526,0
12527,1
12528,0
12529,1
12530,0
12531,1
12532,0
12533,0
12534,1
12535,0
12536,0
12537,1
12538,1
12539,0
12540,1
12541,0
12542,1
12543,0
12544,0
12545,0
12546,0
12547,1
12548,0
12549,1
12550,0
12551,1
12552,1
12553,0
12554,0
12555,0
12556,0
12557,1
12558,0
12559,1
12560,0
12561,1
12562,0
12563,1
12564,0
12565,1
12566,1
12567,1
12568,1
12569,0
12570,1
12571,1
12572,0
12573,0
12574,1
12575,1
12576,0
12577,1
12578,1
12579,1
12580,1
12581,1
12582,1
12583,0
12584,0
12585,1
12586,1
12587,0
12588,0
12589,1
12590,1
12591,0
12592,0
12593,1
12594,0
12595,1
12596,0
12597,0
12598,1
12599,1
12600,1
12601,0
12602,0
12603,1
12604,1
12605,1
12606,1
12607,1
12608,0
12609,1
12610,0
12611,1
12612,0
12613,1
12614,0
12615,0
12616,0
12617,1
12618,0
12619,1
12620,1
12621,0
12622,1
12623,1
12624,1
12625,1
12626,0
12627,0
12628,1
12629,0
12630,0
12631,0
12632,1
12633,0
12634,1
12635,1
12636,0
12637,0
12638,0
12639,1
12640,1
12641,1
12642,1
12643,1
12644,0
12645,0
12646,1
12647,0
12648,0
12649,1
12650,0
12651,0
12652,0
12653,0
12654,1
12655,1
12656,1
12657,0
12658,1
12659,1
12660,0
12661,0
12662,0
12663,1
12664,1
12665,1
12666,1
12667,0
12668,0
12669,1
12670,1
12671,1
12672,1
12673,0
12674,1
12675,0
12676,1
12677,0
12678,1
12679,0
12680,0
12681,0
12682,0
12683,0
12684,0
12685,1
12686,0
12687,1
12688,1
12689,1
12690,0
12691,1
12692,0
12693,0
12694,0
12695,0
12696,0
12697,0
12698,1
12699,1
12700,1
12701,1
12702,1
12703,1
12704,1
12705,0
12706,0
12707,1
12708,1
12709,1
12710,0
12711,0
12712,1
12713,0
12714,0
12715,0
12716,1
12717,0
12718,0
12719,0
12720,0
12721,0
12722,0
12723,0
12724,0
12725,1
12726,0
12727,0
12728,0
12729,0
12730,0
12731,1
12732,1
12733,0
12734,0
12735,0
12736,1
12737,0
12738,0
12739,1
12740,0
12741,1
12742,0
12743,0
12744,1
12745,0
12746,1
12747,1
12748,0
12749,1
12750,1
12751,0
12752,1
12753,0
12754,1
12755,1
12756,0
12757,0
12758,0
12759,1
12760,1
12761,1
12762,1
12763,0
12764,0
12765,1
12766,1
12767,0
12768,0
12769,0
12770,1
12771,1
12772,1
12773,0
12774,1
12775,1
12776,1
12777,1
12778,0
12779,0
12780,0
12781,0
12782,1
12783,1
12784,1
12785,1
12786,1
12787,0
12788,1
12789,1
12790,1
12791,1
12792,0
12793,0
12794,0
12795,0
12796,0
